hum,temp,hr,weekday,windspeed,cnt
0.8761341008954339,-1.2645623228968688,-1.5627204717225083,1.5430713468888568,-1.6112077163846372,-1.0061272044605523
0.8231159914199108,-1.3692701004807022,-1.422969162622475,1.5430713468888568,-1.6112077163846372,-0.823300515785148
0.8231159914199108,-1.3692701004807022,-1.2832178535224414,1.5430713468888568,-1.6112077163846372,-0.8842427453436161
0.5580254440422953,-1.2645623228968688,-1.1434665444224081,1.5430713468888568,-1.6112077163846372,-1.028980540544978
0.5580254440422953,-1.2645623228968688,-1.0037152353223748,1.5430713468888568,-1.6112077163846372,-1.12039388488268
0.5580254440422953,-1.2645623228968688,-0.8639639262223414,1.5430713468888568,-0.8113808252342383,-1.12039388488268
0.8231159914199108,-1.3692701004807022,-0.724212617122308,1.5430713468888568,-1.6112077163846372,-1.1127761061878716
1.1412246482730488,-1.4739778780645356,-0.5844613080222747,1.5430713468888568,-1.6112077163846372,-1.105158327493063
0.5580254440422953,-1.2645623228968688,-0.44470999892224133,1.5430713468888568,-1.6112077163846372,-1.0670694340190205
0.6110435535178184,-0.8457312125615349,-0.304958689822208,1.5430713468888568,-1.6112077163846372,-1.0213627618501693
0.6110435535178184,-0.5316078798100345,-0.16520738072217458,1.5430713468888568,0.6534807019731329,-0.8537716305643821
0.8761341008954339,-0.6363156573938681,-0.025456071622141224,1.5430713468888568,0.9203872203369382,-0.7014160566682117
0.6640616629933415,-0.32219232464236774,0.11429523747789214,1.5430713468888568,0.9203872203369382,-0.4881182532135733
0.39897111561572596,-0.11277676947470062,0.2540465465779255,1.5430713468888568,1.0533941475483324,-0.4119404662654882
0.39897111561572596,-0.11277676947470062,0.3937978556779589,1.5430713468888568,0.9203872203369382,-0.320527121927786
0.6640616629933415,-0.21748454705853418,0.5335491647779922,1.5430713468888568,1.0533941475483324,-0.2900560071485519
0.9291522103709563,-0.32219232464236774,0.6733004738780256,1.5430713468888568,1.0533941475483324,-0.4195582449602967
0.9291522103709563,-0.21748454705853418,0.8130517829780589,1.5430713468888568,0.9203872203369382,-0.6176204910253181
1.247260867224095,-0.32219232464236774,0.9528030920780923,1.5430713468888568,0.6534807019731329,-0.8613894092591906
1.247260867224095,-0.32219232464236774,1.0925544011781256,1.5430713468888568,0.6534807019731329,-0.8461538518695735
1.194242757748572,-0.426900102226201,1.2323057102781592,1.5430713468888568,0.6534807019731329,-0.8537716305643821
1.194242757748572,-0.426900102226201,1.3720570193781925,1.5430713468888568,0.12056032918653914,-0.8690071879539991
1.565369524077233,-0.426900102226201,1.5118083284782258,1.5430713468888568,0.387466847550344,-0.9147138601228502
1.247260867224095,-0.11277676947470062,1.651559637578259,1.5430713468888568,1.0533941475483324,-0.8309182944799565
1.247260867224095,-0.11277676947470062,-1.5627204717225083,-1.533604020185704,1.0533941475483324,-0.9985094257657439
1.565369524077233,-0.21748454705853418,-1.422969162622475,-1.533604020185704,0.6534807019731329,-0.9985094257657439
1.8834781809303716,-0.32219232464236774,-1.2832178535224414,-1.533604020185704,0.9203872203369382,-1.059451655324212
